id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
VEU-13795418-Y-781021-Jq,Mortimer Pedersen,Positive,,10/07/2020,Billing Question,Columbus,Ohio,Email,Below SLA,15,Los Angeles/CA
ISD-28131409-g-730757-0d,Renaldo McLane,Positive,,10/24/2020,Payments,Lubbock,Texas,Call-Center,Within SLA,27,Baltimore/MD
JUC-05926699-Q-222224-K9,Reinwald Gorgen,Negative,5,10/30/2020,Billing Question,Minneapolis,Minnesota,Email,Within SLA,24,Los Angeles/CA
SKZ-10313676-h-623338-FE,Deva Geator,Negative,,10/08/2020,Payments,Cincinnati,Ohio,Call-Center,Below SLA,7,Los Angeles/CA
QZM-60966755-R-229802-Za,Aleda Breckwell,Negative,6,10/05/2020,Billing Question,Portland,Oregon,Email,Below SLA,39,Los Angeles/CA
JZC-34356285-7-682843-C2,Meridith Chard,Neutral,,10/20/2020,Service Outage,Frankfort,Kentucky,Chatbot,Within SLA,19,Baltimore/MD
CBJ-36740875-K-247243-om,Jammal Sonnenschein,Neutral,,10/28/2020,Service Outage,Hialeah,Florida,Web,Within SLA,44,Los Angeles/CA
UWR-62953087-7-068639-i0,Corrie Masding,Neutral,,10/19/2020,Billing Question,Rockville,Maryland,Email,Within SLA,24,Los Angeles/CA
IYF-77603586-6-540181-YG,Orbadiah Ricciardello,Negative,6,10/24/2020,Billing Question,Kansas City,Kansas,Web,Below SLA,16,Chicago/IL
JSS-60009594-l-542537-HJ,Kalil Kneebone,Neutral,,10/19/2020,Billing Question,Philadelphia,Pennsylvania,Email,Within SLA,5,Denver/CO
LCL-78182090-2-072068-nT,Marabel Donkersley,Positive,,10/14/2020,Payments,San Diego,California,Call-Center,Within SLA,16,Chicago/IL
UEH-50460930-p-575291-tF,Hilliard O'Bradden,Neutral,,10/05/2020,Billing Question,Evansville,Indiana,Chatbot,Within SLA,32,Chicago/IL
YNI-74600801-6-990490-BF,Chris Roizn,Negative,3,10/09/2020,Service Outage,Portland,Oregon,Chatbot,Below SLA,39,Baltimore/MD
IHQ-84920630-Z-897995-JE,Lemar Dansey,Neutral,,10/18/2020,Billing Question,Tuscaloosa,Alabama,Call-Center,Below SLA,23,Chicago/IL
TMA-79547493-D-668399-N6,Gardiner Bows,Very Negative,,10/16/2020,Payments,Miami,Florida,Call-Center,Within SLA,32,Baltimore/MD
FXN-90128995-6-589436-IR,Vilhelmina Cowope,Positive,,10/09/2020,Billing Question,Boulder,Colorado,Web,Within SLA,35,Los Angeles/CA
TSN-63389700-p-078516-qs,Gael Shelly,Very Positive,,10/18/2020,Billing Question,Columbus,Ohio,Web,Within SLA,21,Baltimore/MD
HYZ-10519229-8-013784-Lc,Ilysa Moffet,Negative,3,10/10/2020,Service Outage,Bronx,New York,Email,Within SLA,13,Denver/CO
QKL-65570127-n-399556-CP,Budd Nortcliffe,Positive,,10/22/2020,Billing Question,Memphis,Tennessee,Web,Above SLA,28,Baltimore/MD
IKC-74772785-y-503808-KB,Nefen Wormstone,Neutral,,10/27/2020,Billing Question,Los Angeles,California,Call-Center,Above SLA,14,Los Angeles/CA
TIF-45269277-5-699566-pw,Josy Iveson,Negative,3,10/24/2020,Billing Question,Charlotte,North Carolina,Email,Within SLA,13,Chicago/IL
TKV-33952183-s-332863-zq,Ceciley Stode,Very Negative,2,10/21/2020,Billing Question,Pompano Beach,Florida,Call-Center,Within SLA,10,Los Angeles/CA
WCR-47077297-y-992171-4o,Gretel Pates,Neutral,,10/16/2020,Service Outage,Salt Lake City,Utah,Email,Within SLA,5,Los Angeles/CA
WAP-19008854-K-032215-n7,Joseito Chasle,Negative,,10/19/2020,Service Outage,Norfolk,Virginia,Web,Within SLA,30,Chicago/IL
WLC-27607921-A-595404-7M,Cesaro Aprahamian,Very Negative,,10/23/2020,Service Outage,Saint Louis,Missouri,Email,Below SLA,23,Baltimore/MD
YBR-95285431-r-447108-Hq,Filmer Debill,Very Negative,,10/10/2020,Billing Question,Philadelphia,Pennsylvania,Email,Within SLA,28,Baltimore/MD
RXX-16085673-g-871118-4c,Minette Maddigan,Neutral,,10/18/2020,Billing Question,Irvine,California,Email,Below SLA,35,Chicago/IL
POG-56211976-A-547954-7b,Fara Woolager,Negative,3,10/16/2020,Service Outage,Colorado Springs,Colorado,Chatbot,Below SLA,15,Los Angeles/CA
HPI-02578751-8-929467-S8,Tore Rimmington,Neutral,6,10/24/2020,Service Outage,Los Angeles,California,Email,Below SLA,14,Los Angeles/CA
EBL-35352898-S-023597-VA,Keelby MacPaik,Very Positive,,10/01/2020,Billing Question,Orlando,Florida,Web,Above SLA,38,Baltimore/MD
RPR-09556717-Q-684372-rd,Ketty Mourbey,Negative,,10/24/2020,Billing Question,Los Angeles,California,Web,Below SLA,18,Chicago/IL
PIJ-83989562-m-538942-Zs,Feodora Penella,Very Positive,,10/23/2020,Billing Question,Baltimore,Maryland,Email,Below SLA,37,Denver/CO
ILE-65572245-b-937722-QK,Evy Miche,Neutral,,10/05/2020,Billing Question,Norman,Oklahoma,Web,Below SLA,16,Chicago/IL
OFY-51054549-T-524178-1X,Rosina Hillaby,Negative,4,10/11/2020,Billing Question,Reading,Pennsylvania,Call-Center,Within SLA,11,Chicago/IL
LSM-77622814-S-267907-zy,Issi Greensted,Neutral,,10/17/2020,Payments,El Paso,Texas,Call-Center,Above SLA,37,Baltimore/MD
AAU-19071872-l-767060-IT,Tomas Lilleman,Neutral,,10/19/2020,Billing Question,Louisville,Kentucky,Web,Within SLA,26,Denver/CO
XGS-94699014-m-966714-Fg,Lucais Burnapp,Very Negative,1,10/14/2020,Payments,Albuquerque,New Mexico,Call-Center,Within SLA,8,Baltimore/MD
KSI-65604058-A-687519-wz,Stevie Duchart,Negative,,10/14/2020,Billing Question,Spokane,Washington,Email,Within SLA,30,Los Angeles/CA
UDB-69670326-s-723111-a6,Alia Annets,Very Negative,,10/10/2020,Billing Question,El Paso,Texas,Email,Above SLA,41,Baltimore/MD
JCY-37899553-H-193071-9l,Lane Brumham,Negative,3,10/22/2020,Billing Question,Toledo,Ohio,Email,Within SLA,41,Los Angeles/CA
HGS-78011502-C-025744-lb,Dean MacCartney,Positive,,10/14/2020,Billing Question,Providence,Rhode Island,Call-Center,Above SLA,41,Baltimore/MD
LNZ-83732614-f-349204-XQ,Alanna Burrells,Positive,,10/17/2020,Billing Question,Santa Ana,California,Chatbot,Within SLA,22,Baltimore/MD
PJO-86074206-E-454524-kx,Quintus Bowne,Neutral,6,10/20/2020,Billing Question,Frederick,Maryland,Call-Center,Within SLA,10,Baltimore/MD
VRL-64477570-y-282650-fW,Paige Scarman,Positive,,10/28/2020,Billing Question,Flint,Michigan,Chatbot,Above SLA,29,Chicago/IL
RJE-89774624-Z-880751-d1,Daphna Harriss,Very Negative,,10/27/2020,Billing Question,Honolulu,Hawaii,Chatbot,Within SLA,28,Baltimore/MD
JGK-04640817-n-979945-f8,Shelton Seagrove,Positive,,10/29/2020,Billing Question,Lincoln,Nebraska,Email,Below SLA,18,Los Angeles/CA
NKP-72330998-3-344870-Ek,Abby Ackers,Neutral,7,10/16/2020,Billing Question,Jacksonville,Florida,Email,Within SLA,13,Baltimore/MD
EZP-58658002-q-021785-Wb,Pauline Neath,Very Positive,,10/09/2020,Billing Question,Springfield,Massachusetts,Chatbot,Within SLA,16,Los Angeles/CA
DIZ-46566285-z-807633-s6,Galvin Critchard,Very Negative,3,10/15/2020,Billing Question,Austin,Texas,Chatbot,Within SLA,21,Baltimore/MD
BPQ-56606742-v-570469-IV,Mariska Burgoyne,Neutral,,10/26/2020,Billing Question,El Paso,Texas,Call-Center,Below SLA,43,Baltimore/MD
DTR-56253236-4-453192-B7,Bonny Costen,Very Negative,1,10/11/2020,Payments,Peoria,Illinois,Call-Center,Within SLA,42,Los Angeles/CA
MMR-74222864-5-977201-o7,Rollin Brazer,Neutral,5,10/08/2020,Billing Question,Los Angeles,California,Call-Center,Within SLA,30,Los Angeles/CA
MLJ-70987863-L-427867-oh,Nicki Brandom,Very Negative,,10/30/2020,Payments,Springfield,Illinois,Call-Center,Within SLA,29,Los Angeles/CA
LFC-50031794-a-475691-SA,Hendrik Moiser,Neutral,,10/20/2020,Billing Question,Tulsa,Oklahoma,Call-Center,Within SLA,9,Baltimore/MD
WHK-75879334-3-615846-WE,Nefen MacNamara,Very Negative,,10/20/2020,Billing Question,Silver Spring,Maryland,Email,Below SLA,26,Los Angeles/CA
XRC-39424764-4-335286-yL,Bertrando felip,Negative,,10/18/2020,Billing Question,Schenectady,New York,Web,Above SLA,8,Chicago/IL
NPM-99577510-B-885851-D7,Halley Le Ball,Negative,,10/29/2020,Billing Question,Los Angeles,California,Call-Center,Within SLA,33,Los Angeles/CA
UER-86396501-2-212651-xY,Filbert Dybald,Very Negative,2,10/26/2020,Billing Question,Atlanta,Georgia,Email,Above SLA,16,Los Angeles/CA
LVY-10370511-j-902472-gB,Jarib Lehemann,Very Negative,,10/16/2020,Billing Question,Memphis,Tennessee,Web,Within SLA,6,Los Angeles/CA
TWF-30025597-k-420958-mG,Tann Cattroll,Very Positive,,10/20/2020,Billing Question,Jacksonville,Florida,Web,Below SLA,7,Denver/CO
ZMF-55913071-z-598555-2o,Jenifer Perell,Negative,,10/21/2020,Billing Question,Charlotte,North Carolina,Web,Below SLA,35,Los Angeles/CA
YEV-56072906-k-121241-H7,Wini Diggar,Negative,5,10/20/2020,Service Outage,Gainesville,Florida,Email,Above SLA,21,Los Angeles/CA
ONS-01245283-7-891377-Lu,Welbie Keune,Neutral,,10/19/2020,Payments,Camden,New Jersey,Call-Center,Below SLA,16,Chicago/IL
PVU-10108957-v-235140-dJ,Janeva Gludor,Neutral,,10/08/2020,Billing Question,Spartanburg,South Carolina,Email,Above SLA,43,Los Angeles/CA
BZW-72469996-y-903703-5O,Ashly Blofeld,Negative,,10/09/2020,Billing Question,Austin,Texas,Email,Below SLA,15,Los Angeles/CA
BBX-83714566-B-325486-9N,Heinrick Bendix,Negative,,10/21/2020,Payments,Topeka,Kansas,Call-Center,Above SLA,18,Baltimore/MD
CFR-54360854-F-983597-19,Bibbie Skipton,Neutral,,10/26/2020,Payments,Terre Haute,Indiana,Call-Center,Within SLA,7,Baltimore/MD
ADI-74889604-y-862336-oi,Billy de Nore,Neutral,8,10/25/2020,Service Outage,Anaheim,California,Email,Within SLA,10,Baltimore/MD
QOR-36761552-4-253415-FS,Marlena Sawley,Neutral,6,10/17/2020,Billing Question,Honolulu,Hawaii,Chatbot,Within SLA,35,Baltimore/MD
UBZ-48830368-B-204406-vv,Jack Poltun,Positive,8,10/08/2020,Billing Question,New York City,New York,Web,Above SLA,22,Baltimore/MD
PKG-46257698-s-102776-ga,Davida Jorio,Very Negative,2,10/14/2020,Billing Question,Flint,Michigan,Call-Center,Within SLA,13,Baltimore/MD
TUW-65016267-8-034361-TM,Donalt Haugen,Very Negative,2,10/28/2020,Service Outage,Jacksonville,Florida,Email,Within SLA,26,Denver/CO
ZYK-08421056-w-402774-ec,Bronson Tolwood,Positive,9,10/13/2020,Billing Question,Portland,Oregon,Chatbot,Within SLA,40,Chicago/IL
ZVO-32922312-O-350938-Be,Lombard Bristoe,Very Positive,9,10/01/2020,Billing Question,Fort Wayne,Indiana,Email,Within SLA,43,Los Angeles/CA
NQS-89708772-a-701860-9C,Kahlil Cejka,Neutral,6,10/12/2020,Billing Question,Vero Beach,Florida,Web,Within SLA,37,Los Angeles/CA
IFB-83784438-N-896026-JH,Rochell McCooke,Very Negative,1,10/06/2020,Payments,Moreno Valley,California,Call-Center,Above SLA,7,Chicago/IL
OBJ-73967787-a-499408-pq,Claudie Ballston,Negative,,10/27/2020,Billing Question,Waltham,Massachusetts,Email,Above SLA,23,Chicago/IL
BSA-14025510-s-531783-pS,Dimitry Pinney,Neutral,6,10/16/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,40,Los Angeles/CA
XGV-94994416-9-033372-6f,Paulo Temple,Neutral,,10/26/2020,Billing Question,Boca Raton,Florida,Chatbot,Within SLA,31,Los Angeles/CA
CRF-36870959-O-384871-t7,Genovera Hebbes,Neutral,,10/13/2020,Billing Question,Laurel,Maryland,Chatbot,Within SLA,29,Baltimore/MD
RZY-90328363-Y-272779-Uj,Dimitri Feron,Neutral,,10/08/2020,Billing Question,Little Rock,Arkansas,Web,Within SLA,31,Chicago/IL
VKK-61840987-c-881863-Lz,Margarethe MacArthur,Positive,7,10/09/2020,Billing Question,Erie,Pennsylvania,Call-Center,Within SLA,29,Baltimore/MD
BRO-30883771-Q-320108-yv,Storm Flieg,Negative,4,10/19/2020,Payments,London,Kentucky,Call-Center,Below SLA,44,Los Angeles/CA
ZPZ-26744588-0-929399-JL,Flossy Dedmam,Very Negative,,10/18/2020,Billing Question,Miami Beach,Florida,Web,Above SLA,45,Los Angeles/CA
DHO-16184787-d-190816-nm,Henrietta Cottel,Very Negative,,10/17/2020,Billing Question,Virginia Beach,Virginia,Web,Below SLA,5,Chicago/IL
OMI-04711695-E-338028-Jz,Killian Belmont,Negative,,10/24/2020,Billing Question,Miami,Florida,Call-Center,Above SLA,9,Baltimore/MD
FAR-40755001-1-582618-ny,Giustino Rate,Very Negative,,10/26/2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,14,Baltimore/MD
GER-37920401-X-475781-9D,Gustav Going,Neutral,,10/30/2020,Payments,Davenport,Iowa,Call-Center,Above SLA,41,Denver/CO
SQG-12297490-Z-584266-vz,Latrina Kupka,Very Positive,9,10/08/2020,Billing Question,Arlington,Texas,Web,Within SLA,38,Baltimore/MD
HTY-22210492-Z-740733-FI,Allard Clayborn,Negative,6,10/16/2020,Billing Question,Arlington,Texas,Email,Within SLA,45,Baltimore/MD
ARB-90526516-T-806325-hm,Demeter Danilishin,Very Negative,3,10/19/2020,Billing Question,Austin,Texas,Call-Center,Above SLA,14,Baltimore/MD
QNZ-40438808-x-419918-26,Regan Poleykett,Neutral,,10/11/2020,Payments,Houston,Texas,Call-Center,Within SLA,11,Baltimore/MD
WOF-55373745-e-747007-Tp,Fanny Aitchison,Negative,,10/09/2020,Billing Question,Wilkes Barre,Pennsylvania,Email,Within SLA,23,Los Angeles/CA
LRH-85143965-6-322069-8L,Carline Goldsworthy,Negative,6,10/06/2020,Billing Question,Cape Coral,Florida,Web,Above SLA,13,Los Angeles/CA
DGA-95613763-q-862525-qD,Lenci Khoter,Positive,9,10/30/2020,Service Outage,Champaign,Illinois,Email,Above SLA,6,Los Angeles/CA
QJB-18877487-Z-186734-A6,Kathrine Sheavills,Neutral,,10/05/2020,Payments,Omaha,Nebraska,Call-Center,Below SLA,11,Baltimore/MD
CJY-57953004-V-741140-3A,Florenza Ansill,Negative,,10/01/2020,Billing Question,Miami,Florida,Call-Center,Above SLA,10,Baltimore/MD
RAN-88209848-D-452928-Ue,Cy Sturdy,Very Negative,2,10/02/2020,Billing Question,Panama City,Florida,Call-Center,Within SLA,34,Chicago/IL
EDW-10888203-7-402687-vO,Filippa Ottey,Positive,7,10/20/2020,Payments,Birmingham,Alabama,Call-Center,Below SLA,18,Baltimore/MD
SYS-92174960-o-593755-Bl,Clarinda Boatman,Very Negative,2,10/15/2020,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,32,Los Angeles/CA
ATT-87817104-H-840824-Sq,Reggis Walpole,Very Negative,,10/27/2020,Billing Question,Portsmouth,New Hampshire,Email,Within SLA,19,Los Angeles/CA
YCA-38260338-L-942444-xl,Kain Mosen,Very Negative,3,10/29/2020,Billing Question,London,Kentucky,Email,Within SLA,23,Los Angeles/CA
WVZ-20273303-L-321539-lm,Calhoun Tyas,Very Negative,,10/28/2020,Service Outage,Grand Rapids,Michigan,Chatbot,Below SLA,28,Los Angeles/CA
FBT-22711730-2-400109-8K,Linnie Horder,Very Negative,,10/19/2020,Payments,Aurora,Colorado,Call-Center,Within SLA,19,Los Angeles/CA
OMS-05142556-x-908668-Fh,Mylo Needham,Positive,,10/27/2020,Billing Question,Boynton Beach,Florida,Chatbot,Within SLA,38,Los Angeles/CA
FSB-90705549-g-010335-64,Danna Weblin,Negative,,10/01/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,37,Baltimore/MD
GGL-38353817-y-558917-ok,Leonardo Tomowicz,Negative,,10/11/2020,Payments,Austin,Texas,Call-Center,Below SLA,39,Chicago/IL
WBX-25128749-k-855957-GW,Danielle Farrell,Very Negative,4,10/12/2020,Billing Question,Colorado Springs,Colorado,Chatbot,Above SLA,45,Denver/CO
SPI-34632446-P-359775-tJ,Keene Jamison,Very Negative,,10/08/2020,Billing Question,Orange,California,Web,Within SLA,12,Baltimore/MD
XEF-17101736-0-463405-NO,Lin Tranter,Negative,,10/23/2020,Billing Question,Toledo,Ohio,Email,Within SLA,24,Los Angeles/CA
ZGJ-69763100-z-640234-df,Cheslie Frankel,Neutral,,10/13/2020,Payments,Ann Arbor,Michigan,Call-Center,Within SLA,38,Chicago/IL
QXG-53336491-K-306498-Uq,Sinclair Maplethorp,Negative,,10/13/2020,Billing Question,Utica,New York,Call-Center,Above SLA,11,Los Angeles/CA
KUK-64753809-j-450571-oO,Ashly McKerlie,Negative,,10/19/2020,Payments,Evansville,Indiana,Call-Center,Below SLA,8,Denver/CO
HBE-79418694-5-249140-vQ,Freddie Shayes,Neutral,,10/18/2020,Billing Question,Houston,Texas,Email,Within SLA,27,Los Angeles/CA
KID-29838031-L-944097-RK,Alister Ericssen,Negative,,10/23/2020,Service Outage,Mountain View,California,Chatbot,Below SLA,39,Chicago/IL
DUQ-30241592-M-772681-b8,Red Cayette,Very Negative,4,10/30/2020,Billing Question,Lexington,Kentucky,Email,Below SLA,5,Chicago/IL
CBL-19547560-P-040907-Nr,Dal Simco,Negative,5,10/18/2020,Billing Question,Bakersfield,California,Call-Center,Within SLA,36,Baltimore/MD
GKG-16660030-N-804592-sb,Hirsch Neal,Very Negative,,10/02/2020,Billing Question,Syracuse,New York,Web,Within SLA,16,Los Angeles/CA
UVH-48085655-z-283393-4n,Dominga Umpleby,Very Negative,,10/25/2020,Payments,Miami,Florida,Call-Center,Within SLA,30,Baltimore/MD
CSW-76044906-y-081974-DF,Tommi Westraw,Very Positive,,10/21/2020,Billing Question,Omaha,Nebraska,Email,Below SLA,19,Los Angeles/CA
DXE-52330177-M-380021-Y1,Jameson Barde,Positive,,10/01/2020,Billing Question,Sunnyvale,California,Call-Center,Within SLA,24,Baltimore/MD
JKZ-28140627-M-105137-ij,Sissie Boodell,Very Negative,,10/14/2020,Payments,Wilmington,Delaware,Call-Center,Within SLA,36,Los Angeles/CA
TWS-54955184-n-110793-ZN,Nathalie McElrath,Negative,5,10/09/2020,Billing Question,Spokane,Washington,Call-Center,Within SLA,40,Los Angeles/CA
LBV-38785885-W-986162-Ku,Stafani Blaby,Neutral,6,10/28/2020,Billing Question,Toledo,Ohio,Chatbot,Within SLA,24,Chicago/IL
NEH-21721621-Z-489077-uT,Daloris Summons,Neutral,7,10/13/2020,Service Outage,Tampa,Florida,Chatbot,Below SLA,8,Baltimore/MD
IVW-21617930-w-946170-So,Bell Pirolini,Very Positive,,10/12/2020,Billing Question,Fort Worth,Texas,Email,Within SLA,8,Baltimore/MD
IHZ-64259782-D-505132-YZ,Zeke McGee,Neutral,,10/07/2020,Payments,Des Moines,Iowa,Call-Center,Below SLA,42,Baltimore/MD
ODU-44640571-a-516992-dy,Sibyl Erskine,Neutral,8,10/07/2020,Billing Question,Phoenix,Arizona,Web,Within SLA,15,Baltimore/MD
BFJ-00924834-S-369582-u8,Andy Prester,Neutral,,10/22/2020,Billing Question,Washington,District of Columbia,Chatbot,Below SLA,43,Chicago/IL
JAT-47636145-Z-847313-Pb,Orella Joberne,Positive,9,10/25/2020,Billing Question,Washington,District of Columbia,Email,Below SLA,18,Los Angeles/CA
DEE-44178965-3-744472-K5,Shelia Budden,Neutral,8,10/28/2020,Billing Question,Dallas,Texas,Email,Within SLA,9,Chicago/IL
EBQ-03206777-9-153223-s9,Anjela Kibblewhite,Negative,6,10/01/2020,Billing Question,Portland,Oregon,Email,Within SLA,19,Los Angeles/CA
UGB-94775214-k-080709-Gt,Nevins Shipway,Neutral,,10/18/2020,Billing Question,Fort Lauderdale,Florida,Web,Within SLA,33,Los Angeles/CA
FAD-62141069-z-382506-z8,Alma Pringer,Negative,,10/23/2020,Payments,Chicago,Illinois,Call-Center,Within SLA,44,Los Angeles/CA
UDQ-17024366-q-698106-Np,Demetris Jekel,Neutral,,10/09/2020,Billing Question,Charlotte,North Carolina,Email,Within SLA,35,Los Angeles/CA
WLC-73445701-w-393259-mG,Ingunna Prendergrass,Very Positive,,10/26/2020,Billing Question,Pueblo,Colorado,Web,Within SLA,26,Baltimore/MD
WTC-54411600-m-004871-3Y,Ann Bailie,Negative,,10/01/2020,Billing Question,Saint Paul,Minnesota,Email,Within SLA,20,Los Angeles/CA
FCU-70379199-i-083066-fP,Burl Gladbach,Very Negative,2,10/19/2020,Billing Question,Evansville,Indiana,Web,Below SLA,19,Baltimore/MD
MAU-41301100-I-153723-oK,Guntar Hayen,Negative,,10/20/2020,Billing Question,Long Beach,California,Web,Within SLA,5,Los Angeles/CA
IVI-62858896-Y-861803-6G,Jorrie Blonfield,Negative,,10/12/2020,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,44,Los Angeles/CA
JUU-06883331-1-585133-TW,Wolfgang Tropman,Very Negative,4,10/18/2020,Payments,Louisville,Kentucky,Call-Center,Within SLA,24,Denver/CO
IKZ-14797702-G-092271-Vl,Rand Whitesel,Very Positive,10,10/30/2020,Billing Question,Jackson,Mississippi,Email,Above SLA,31,Los Angeles/CA
FQN-88480819-w-810145-Rk,Edmund Boor,Neutral,7,10/09/2020,Billing Question,Brea,California,Call-Center,Above SLA,25,Los Angeles/CA
TJG-28713338-A-487999-GI,Kienan Burridge,Neutral,,10/22/2020,Service Outage,Maple Plain,Minnesota,Email,Within SLA,45,Baltimore/MD
EZD-68364538-y-320973-Tj,Rutledge Hayland,Positive,,10/04/2020,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,33,Los Angeles/CA
YMO-73191302-y-837344-pT,Gayla Tebbitt,Negative,3,10/25/2020,Service Outage,Charleston,South Carolina,Chatbot,Within SLA,41,Los Angeles/CA
AEC-00168625-f-418467-H1,Neila Bicksteth,Very Positive,10,10/26/2020,Billing Question,Ocala,Florida,Call-Center,Within SLA,32,Los Angeles/CA
XXT-89347361-c-986362-vp,Sharron Harmer,Neutral,5,10/24/2020,Billing Question,Cincinnati,Ohio,Call-Center,Below SLA,6,Chicago/IL
QNW-09669197-X-812303-6G,Rosy Warin,Neutral,5,10/19/2020,Billing Question,Albany,New York,Call-Center,Within SLA,23,Los Angeles/CA
YZZ-59088846-R-994981-Ji,Jacinda Lunny,Positive,9,10/04/2020,Billing Question,West Palm Beach,Florida,Email,Within SLA,38,Chicago/IL
XWB-53992177-u-703550-Lk,Frederica Mosdill,Negative,,10/09/2020,Billing Question,Richmond,Virginia,Call-Center,Within SLA,45,Chicago/IL
OXV-56846686-S-852031-7G,Arabella Ingle,Positive,,10/21/2020,Billing Question,San Antonio,Texas,Chatbot,Within SLA,18,Los Angeles/CA
TGV-60495820-O-917044-x2,Shelli Gypson,Very Positive,,10/16/2020,Payments,Pompano Beach,Florida,Call-Center,Within SLA,39,Denver/CO
XWK-09936202-B-001861-Cb,Benedetta Regi,Neutral,6,10/28/2020,Billing Question,Hattiesburg,Mississippi,Web,Within SLA,28,Chicago/IL
GLC-97044692-5-987349-da,Ingaberg Wilbore,Neutral,,10/03/2020,Billing Question,Saginaw,Michigan,Email,Within SLA,35,Los Angeles/CA
YTQ-24801079-F-860321-HD,Doreen Craighill,Neutral,,10/19/2020,Payments,Orlando,Florida,Call-Center,Within SLA,6,Denver/CO
BIJ-37648096-w-664554-jm,Gay Kitchiner,Positive,8,10/17/2020,Billing Question,Orlando,Florida,Chatbot,Within SLA,13,Los Angeles/CA
WGM-84822360-9-808218-9G,Richardo Burl,Positive,8,10/07/2020,Service Outage,Chandler,Arizona,Email,Within SLA,8,Baltimore/MD
WBQ-94590765-O-415864-nT,Bradly Zeal,Very Negative,4,10/29/2020,Billing Question,Mobile,Alabama,Web,Within SLA,8,Los Angeles/CA
TJN-36554071-P-490980-UJ,Gabie Starmont,Very Negative,,10/30/2020,Billing Question,Honolulu,Hawaii,Chatbot,Within SLA,20,Los Angeles/CA
TSO-51161929-0-357116-r5,Griselda Reck,Negative,5,10/21/2020,Billing Question,New York City,New York,Web,Within SLA,25,Los Angeles/CA
YOQ-86482975-1-276544-iF,Roland Espinel,Very Positive,10,10/25/2020,Payments,Austin,Texas,Call-Center,Within SLA,33,Baltimore/MD
PCM-17444647-E-081627-jX,Reid Collimore,Neutral,,10/22/2020,Billing Question,Fort Worth,Texas,Call-Center,Within SLA,30,Baltimore/MD
HCJ-47516389-Q-564988-30,Issi Leslie,Negative,3,10/16/2020,Billing Question,San Angelo,Texas,Chatbot,Below SLA,35,Chicago/IL
VHM-84597490-V-854804-gG,Sasha Wheble,Negative,5,10/14/2020,Payments,Chicago,Illinois,Call-Center,Within SLA,14,Los Angeles/CA
IKR-38917524-h-732925-V3,Garold Menhenitt,Negative,6,10/20/2020,Service Outage,Kansas City,Missouri,Chatbot,Within SLA,25,Baltimore/MD
ICO-21613534-s-591612-aD,Marcile Mengo,Neutral,,10/11/2020,Service Outage,Chattanooga,Tennessee,Chatbot,Within SLA,8,Los Angeles/CA
WYN-95064406-R-580625-Eh,Belinda Gaskal,Neutral,,10/15/2020,Payments,Evanston,Illinois,Call-Center,Within SLA,24,Los Angeles/CA
FBD-06970280-g-154796-5h,Almira Friday,Positive,8,10/03/2020,Billing Question,Tacoma,Washington,Chatbot,Below SLA,41,Baltimore/MD
WTW-39620785-m-177142-6u,Abdul Romand,Very Negative,1,10/21/2020,Service Outage,Phoenix,Arizona,Chatbot,Within SLA,43,Denver/CO
LJL-49615604-b-682268-ns,Cristiano Barhems,Very Positive,10,10/28/2020,Billing Question,Phoenix,Arizona,Chatbot,Below SLA,5,Los Angeles/CA
LGL-69723588-G-694964-Q1,Selie Pengilly,Neutral,6,10/30/2020,Billing Question,Seattle,Washington,Chatbot,Within SLA,30,Baltimore/MD
OOU-02029558-n-750876-Rt,Deanne Dunican,Neutral,8,10/26/2020,Billing Question,Kansas City,Missouri,Web,Above SLA,7,Los Angeles/CA
JGC-49890716-Z-248718-IB,Sher Mathias,Positive,,10/02/2020,Billing Question,Indianapolis,Indiana,Call-Center,Within SLA,45,Los Angeles/CA
SRO-47915549-O-296005-LB,Esma McWard,Neutral,,10/11/2020,Billing Question,Evansville,Indiana,Web,Above SLA,33,Denver/CO
AGN-26103304-F-738996-4D,Moina Wakes,Neutral,6,10/23/2020,Payments,Boston,Massachusetts,Call-Center,Within SLA,25,Baltimore/MD
RWN-41608369-M-922209-kf,Moses Chesser,Positive,,10/27/2020,Payments,San Diego,California,Call-Center,Within SLA,23,Chicago/IL
XSG-47584164-e-210679-93,Esteban Digg,Positive,9,10/22/2020,Billing Question,Saint Petersburg,Florida,Chatbot,Within SLA,26,Baltimore/MD
WEE-03731814-2-139005-QD,Karrah Geddes,Negative,,10/08/2020,Payments,Scottsdale,Arizona,Call-Center,Within SLA,42,Los Angeles/CA
ZKP-28691603-1-765965-dJ,Wainwright Oleksiak,Very Negative,1,10/24/2020,Billing Question,Pittsburgh,Pennsylvania,Chatbot,Within SLA,28,Los Angeles/CA
YQH-53696939-q-726515-lq,Staffard Bartocci,Negative,,10/26/2020,Billing Question,New Haven,Connecticut,Call-Center,Below SLA,10,Los Angeles/CA
